WorkOrderID,EmployeeID,CustomerID,PriorityID,StatusID,SubmittedDate,WorkOrderDescription,StartDate,DueDate,ClosedDate,Notes,ProjectName
1880,105614,4031,2,5,9/5/2007,NULL,9/5/2007,9/20/2007,9/20/2007,"<! 2007-09-05 15:26:38 lgoar >

Organize, laminate, list of items for booth.&nbsp; Paid by NESC. 
<! 2007-09-28 15:25:42 lgoar >

Hours - 11.25 @ $47; Plotter 48&#34; @ .38 = $18.24
",WSSPC/ICC Meeting Booth Requirements
1881,105614,4032,3,5,9/6/2007,NULL,9/6/2007,9/20/2007,9/20/2007,"<! 2007-09-06 15:33:21 lgoar >

<P>1)&nbsp; Field Trip Guide layout - est 4 hrs</P>
<P>2)&nbsp; Print 30 copies of Desert Peak- Brady map - est 6 hrs</P>
",GRC Field Trip Guide layout and 30 copies Desert Peak-Brady map
1882,105614,4033,4,5,9/12/2007,NULL,9/12/2007,9/13/2007,9/13/2007,"<! 2007-09-13 09:37:37 lgoar >

Update and Print the National Cooperative Geologic Mapping Program for Jonathan Price. 
",Statemap Progress Sheet
1883,105614,4034,5,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 12:04:47 lgoar >

GIS Conversion FS1
<! 2008-10-23 09:59:34 lgoar >

Metadata complete 8/14/2008
",Statemap 2007 FS1 Bettles Well
1884,105614,4035,1,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 12:12:40 lgoar >

GIS Conversion GQ1366
<! 2008-10-23 10:11:09 lgoar >

Metadata complete 8/18/2008
",Statemap 2007 GQ1366 Brooks Spring
1885,105614,4036,2,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 15:42:12 lgoar >

GIS Conversion M88
<! 2008-10-23 10:41:12 lgoar >

Metadata complete 8/20/2008
",Statemap 2007 M88 Buckskin Mountain
1886,105614,4037,3,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 15:55:50 lgoar >

GIS Conversion GQ1731
<! 2008-10-23 10:56:09 lgoar >

Metadata complete 8/20/2008
",Statemap 2007 GQ1731 Chief Mountain
1887,105614,4040,4,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 16:01:45 lgoar >

GIS Conversion B71
<! 2008-10-23 11:10:43 lgoar >

Metadata complete 8/25/2008
",Statemap 2007 B71 Derby Dam & Martin Canyon
1888,105614,4039,5,5,9/14/2007,NULL,9/14/2007,4/30/2008,4/30/2008,"<! 2007-09-14 16:08:52 lgoar >

GIS Conversion 2Bg
<! 2008-10-24 09:03:06 lgoar >

Metadata complete 8/26/2008
",Statemap 2007 2Bg Glenbrook
1889,105614,4040,2,5,9/19/2007,NULL,9/19/2007,4/30/2008,4/30/2008,"<! 2007-09-19 11:31:57 lgoar >

GIS Conversion GQ1407
<! 2008-10-27 09:05:50 lgoar >

Metadata complete 8/27/2008
",Statemap 2007 GQ1407 Goldrun Creek
1890,105614,4041,3,5,9/19/2007,NULL,9/19/2007,4/30/2008,4/30/2008,"<! 2007-09-19 11:37:37 lgoar >

GIS Conversion GQ1701
<! 2008-10-27 09:10:58 lgoar >

Metadata complete 8/28/2008
",Statemap 2007 GQ1701 Indian Cove
1891,105614,4042,4,5,9/19/2007,NULL,9/19/2007,4/30/2008,4/30/2008,"<! 2007-09-19 11:46:09 lgoar >

GIS Conversion GQ1175
<! 2008-10-27 09:18:03 lgoar >

Metadata complete 9/2/2008
",Statemap 2007 GQ1175 Iron Point
1892,105614,4043,5,5,9/19/2007,NULL,9/19/2007,4/30/2008,4/30/2008,"<! 2007-09-19 11:53:04 lgoar >

GIS Conversion GQ1672
<! 2008-10-27 09:25:37 lgoar >

Metadata complete 9/2/2008
",Statemap 2007 GQ1672 Jake Creek Mountain
1893,105614,4044,1,5,9/19/2007,NULL,9/19/2007,9/21/2007,9/21/2007,"<! 2007-09-20 13:30:05 lgoar >

Get transmission lines layer from WO#1870 Renewable energy maps Illustrator files and convert to Shapefile. 
",Convert Transmission Lines to Shapefile
1894,105614,4045,2,5,9/26/2007,NULL,9/26/2007,10/5/2007,10/5/2007,"<! 2007-09-26 12:09:12 lgoar >

Print new map utilizing shaded relief background per details on sample provided. 
",Earth Science Week Field Trip Map
1895,105614,4046,3,5,10/1/2007,NULL,10/1/2007,10/31/2007,10/31/2007,"<! 2007-10-01 11:57:24 lgoar >

This file to be used for misc jobs that are unbillable and/or take less than 2 hours to complete. 
",Prelim and Misc - October
1896,105614,4047,4,5,10/2/2007,NULL,10/2/2007,10/31/2007,10/31/2007,"<! 2007-10-02 11:00:06 lgoar >

Deliver AI files to Rob Brady for revisions preparatory to GIS Conversion. 
",Revisions to Iceberg Canyon Quad (OF3-18)
1897,105600,4048,5,5,10/2/2007,NULL,10/4/2007,12/31/2007,1/13/2008,NULL,NULL
1898,105614,4049,1,5,10/4/2007,NULL,10/4/2007,10/31/2007,10/31/2007,"<! 2007-10-04 15:37:21 lgoar >

Revise USGS Statemap 2006 for NBMG Open File Status. 
",Jerritt Canyon Revisions for OF07-3
1899,105614,4050,2,5,10/4/2007,NULL,10/4/2007,10/31/2007,10/31/2007,"<! 2007-10-04 15:43:15 lgoar >

Revise USGS Statemap 2006 for NBMG Open File Status. 
",Lahontan Mtns Revisions for OF07-4
1900,105614,4051,3,5,10/5/2007,NULL,10/5/2007,10/29/2007,10/29/2007,"<! 2007-10-05 13:33:32 lgoar >

Support Dr. Sylvester in development of a preliminary GIS geologic map of the Independence Lake &amp; W quarter of Hobart Mills quadrangles, focused on the Sagehen Creek FS
",Sagehen Creek Field Station Preliminary Geologic Map
1901,105614,4052,4,5,10/10/2007,NULL,10/10/2007,11/19/2007,11/19/2007,"<! 2007-10-10 14:38:52 lgoar >

400 Copies Needed. 
<! 2007-11-14 14:18:06 lgoar >

Pub Sales billed directly for printing costs on IPO# 380498.
",SP5 (Child of the Rocks) Reprint
1902,105614,4053,5,5,10/10/2007,NULL,10/10/2007,11/19/2007,11/19/2007,"<! 2007-10-10 14:59:09 lgoar >

<P>Exact quantity needed to be determined.</P>
<! 2008-03-24 08:32:55 lgoar >

Actual completion 3/20/2008
",E-16 (Eqs in Nevada) Reprint
1903,105614,4054,1,5,10/11/2007,NULL,10/11/2007,10/12/2007,10/12/2007,"<! 2007-10-11 08:41:26 lgoar >

Prepare map for final publication as an M-series NBMG map.&nbsp; Ron provided .eps file to be cleaned up in Illustrator for final publication. 
<!--/*SC*/ 2007-10-11 15:45:25 mauldin /*EC*/-->

Draft ready for Dick&#39;s re",M162 Petroleum Data Map of Nevada
1904,105614,4055,2,5,10/12/2007,NULL,10/12/2007,11/9/2007,11/9/2007,"<! 2007-10-12 14:08:38 lgoar >

Develop a plan for evolving the EJ Crafford Geologic Map of NV and DS 249 into both geodatabase and hard copy products.&nbsp; Consider base layers and additional NBMG produced geologic datasets that need to be incorporated.",Plan Development for new NV State Geologic Map
1905,105614,4056,3,5,10/12/2007,NULL,10/12/2007,12/31/2007,12/31/2007,"<! 2007-10-12 14:28:27 lgoar >

Complete South Half of Searchlight geologic map for completion as OFR Publication.&nbsp; Closed associated work orders&#58;&nbsp; 1709 - air photos prep for 1773 - N half Searchlight (SM05). 
<! 2007-10-23 07:29:51 mauldin ","Searchlight Quad, South Half Map Completion"
1906,105614,4057,4,5,10/16/2007,NULL,10/16/2007,12/15/2007,12/15/2007,"<! 2007-10-16 11:16:59 lgoar >

Digitize lines and points, generate polygons, incl mods as needed.&nbsp; Layout of final product for completion as OFR publication. 
","Fernley West, North, Map Completion"
1907,105614,4058,5,5,10/16/2007,NULL,10/16/2007,12/15/2007,12/15/2007,"<! 2007-10-16 11:57:48 lgoar >

Digitize lines and points, generate polygons, incl mods as needed.&nbsp; Layout of final product for completion as OFR publication. 
",Fernley East Map Completion
1908,105614,4059,1,5,10/18/2007,NULL,10/18/2007,11/17/2007,11/17/2007,"<! 2007-10-18 08:48:13 lgoar >

Compile logos and identifiers into one folder for easy access and standardization. 
",Style Guide for Publications
1909,105614,4060,3,5,10/23/2007,NULL,10/23/2007,11/21/2007,11/21/2007,"<! 2007-10-23 12:34:44 lgoar >

<P>Figure Edits Layout</P>
",NBMG Report 52 - CO2 Sequestration
1910,105614,4061,4,5,10/30/2007,NULL,10/30/2007,12/31/2009,12/31/2009,"<! 2007-10-30 11:20:58 lgoar >

Research and gather publication status records by starting with NBMG published maps; compile into a pilot IMS project for internal use initially. 
",Prep Work for NBMG Online Publication Inventory
1911,105614,4062,1,5,11/2/2007,NULL,11/2/2007,11/8/2007,11/8/2007,"<! 2007-11-02 09:18:31 lgoar >

Prepare and deliver a presentation of shared GIS capabilities to the Division of Minerals.&nbsp; Includes&#58;&nbsp; 1)A hardcopy of the rev geothermal resources map (former Map 161, now OFR) 2)Demo of the geothermal resour",DOM Presentation of Multi-modal Shared GIS Capability
1912,105614,4000,5,5,11/1/2007,NULL,11/1/2007,11/30/2007,11/30/2007,"<! 2007-11-02 09:53:49 lgoar >

This file to be used for misc jobs that are unbillable and/or take less than 2 hours to complete. 
",Prelim and Misc - November
1913,105614,4001,2,5,11/6/2007,NULL,11/6/2007,4/30/2008,4/30/2008,"<! 2007-11-06 10:04:22 lgoar >

GIS Conversion GQ1714
<! 2008-10-27 13:07:22 lgoar >

Metadata complete 9/3/2008
",Statemap 2007 GQ1714 Weiser Ridge
1914,105614,4002,3,5,11/6/2007,NULL,11/6/2007,11/20/2007,11/20/2007,"<! 2007-11-06 10:20:07 lgoar >

Research all Statemap deliverables, both maps and GIS conversions.&nbsp; Verify publication and submission to USGS Website.&nbsp; Submit those deliverables not already on the site. 
","Research, Verify and Update Statemap Deliverables thru 2006"
1915,105614,4003,4,5,11/6/2007,NULL,11/6/2007,12/1/2007,12/1/2007,"<! 2007-11-06 15:20:30 lgoar >

Reprint 15 copies
",Reprint R40 Sediment-Hosted Precious-Metal Deposits
1916,105614,4004,5,5,11/8/2007,NULL,11/8/2007,11/15/2007,11/15/2007,"<! 2007-11-08 14:27:57 lgoar >

Using relevant text from the hazard Mitigation plan together with updated HAZUS risk-damage tables and maps of the affected areas, assemble in Word and convert to .pdf as needed.&nbsp; Post as OF07-1 on the Bureau website. ",OF07-1 HAZUS Earthquake update
1917,105614,4005,1,5,11/9/2007,NULL,11/9/2007,12/31/2007,12/31/2007,"<! 2007-11-09 13:27:09 lgoar >

Provide GIS coordination and support for DOM Renewables mapping projects related to renewable energy and power transmission facilities.&nbsp; DOM contact is Christy Morris.&nbsp; Total allocated $6,000.00.&nbsp;
",DOM - GIS Support for Renewables/Transmission Task Force
1918,105614,4006,2,5,11/15/2007,NULL,11/15/2007,11/25/2007,11/25/2007,"<! 2007-11-15 10:30:57 lgoar >

Using relevant text from the hazard Mitigation plan together with updated HAZUS risk-damage tables and maps of the affected areas, assemble in Word and convert to .pdf as needed. &nbsp;Post as OF07-2 on the Bureau website.<",OF07-2 HAZUS Flood update and publication
1919,105614,4007,3,5,11/27/2007,NULL,11/27/2007,12/30/2007,12/30/2007,"<! 2007-11-27 14:26:00 lgoar >

<P>Experiment with installation of Hazus MR3 on Windows XP, Windows Server 2003, and virtual PC&#39;s running Windows XP under Windows Server; also with ESRI ArcGIS service packs 2 and 3.&nbsp; Report results in a succinct ",Install Hazus/MR3
1920,105614,4008,4,5,11/27/2007,NULL,11/27/2007,12/15/2007,12/15/2007,"<! 2007-11-27 14:38:36 lgoar >

Research which technology to write the document in, and&nbsp;what are the capabilities of the various tools for interactive multimedia presentation of the document. 
",Technology for document on ArcGeology Best Practice
1921,105614,4009,5,5,11/27/2007,NULL,11/27/2007,1/15/2008,1/15/2008,"<! 2007-11-27 14:56:43 lgoar >

Get a pilot piece of words for converting lines and points into polygons using ArcGeology Best Practices and insert that pilot piece into the various technologies that have been identified previously. 
",Prepare a pilot piece of the ArcGeology Best Practices document
1922,105614,4010,1,5,11/27/2007,NULL,11/27/2007,12/3/2007,12/3/2007,"<! 2007-11-27 15:05:56 lgoar >

1 figure required for the N/W AZ Field Trip for the GSA field trip for 3/2008 in Las Vegas.&nbsp; 3 hours maximum approved by Jim Faulds. 
<! 2007-12-04 16:16:42 lgoar >

3Hrs to be billed.&nbsp; 2.5 Hrs unbillable.
",GSA Field Trip figure
1923,105614,4011,2,5,11/30/2007,NULL,11/30/2007,4/30/2008,4/30/2008,"<! 2007-11-30 11:55:12 lgoar >

GIS Conversion 4Bg
<! 2008-10-27 10:24:16 lgoar >

Metadata complete 9/15/2008
",Statemap 2007 4Bg Mount Rose NE
1924,105614,4012,3,5,11/30/2007,NULL,11/30/2007,4/30/2008,4/30/2008,"<! 2007-11-30 12:00:01 lgoar >

GIS Conversion 1Bg
<! 2008-10-27 10:32:01 lgoar >

Metadata complete 9/16/2008
",Statemap 2007 1Bg New Empire
1925,105614,4013,4,5,11/30/2007,NULL,11/30/2007,4/30/2008,4/30/2008,"<! 2007-11-30 12:02:27 lgoar >

GIS Conversion 2Ag
<! 2008-10-27 11:39:17 lgoar >

Metadata complete 9/23/2008
",Statemap 2007 2Ag South Lake Tahoe
1926,105614,4014,5,5,11/30/2007,NULL,11/30/2007,4/30/2008,4/30/2008,"<! 2007-11-30 12:05:33 lgoar >

GIS Conversion 4Fg
<! 2008-10-27 11:49:38 lgoar >

<P>Metadata complete 10/6/2008</P>
",Statemap 2007 4Fg Steamboat
1927,105614,4015,1,5,11/30/2007,NULL,11/30/2007,4/30/2008,4/30/2008,"<! 2007-11-30 12:37:49 lgoar >

Miscellaneous work done to complete Statemap 2007
",Statemap 2007 Master GIS Conversion
1928,105614,4016,2,5,10/22/2007,NULL,10/22/2007,10/28/2007,10/28/2007,"<! 2007-12-03 11:54:44 lgoar >

<P>Edit Presentation for GSA 2007.&nbsp; Topic &#34;ArcGeology Field System&#34;.</P>
",GSA 2007 Presentation
1929,105614,4017,2,5,12/4/2007,NULL,12/4/2007,12/31/2007,12/31/2007,"<! 2007-12-04 14:25:20 lgoar >

This file to be used for misc jobs that are unbillable and/or take less than 2 hours to complete. 
",Prelim and Misc - December
1930,105614,4018,3,5,1/2/2008,NULL,1/2/2008,1/31/2008,1/31/2008,"<! 2008-01-02 15:06:25 lgoar >

Unbillable hours for January
",Prelim and Misc - January
1931,105614,4019,4,5,1/3/2008,NULL,1/3/2008,9/30/2008,9/30/2008,"<! 2008-01-03 09:50:21 lgoar >

Highway 93 book - actual hours thru 12/31/2007 are 698.5
<! 2008-01-03 09:53:01 lgoar >

<P>This work order supersedes #1582 which was originally opened in Pubstatus.</P>
",Highway 93 in Nevada and Arizona
1932,105614,4020,5,5,1/7/2008,NULL,1/7/2008,2/20/2008,2/20/2008,"<! 2008-01-07 11:29:09 lgoar >

Work with Larry Garside to organize a team of geologists and cartographers who will then evaluate the mapdata for the Liz Jones Crafford State map. 
<! 2008-01-08 09:27:21 lgoar >

This critical evaluation of the Crafford m",Evaluation of Mapdata for Liz Crafford Map
1933,105614,4021,1,5,1/16/2008,NULL,1/16/2008,6/30/2008,6/30/2008,"<! 2008-01-16 16:29:00 lgoar >

<P>1)&nbsp; Train new person on procedure to georeference mining district maps.</P>
<P>2)&nbsp; Develop and implement an ArcGIS servor web application displaying mining district maps with links to .pdf files on the internet",DOM Mining District Webmap Application and Training
1934,105614,4022,2,5,1/17/2008,NULL,1/17/2008,2/29/2008,2/29/2008,"<! 2008-01-17 12:45:04 lgoar >

Set-up Win 03 server within Cart &amp; GIS (replacing Gary 13) to support webmapping (ArcGIS server - IMS portion) for DOM Georeferencing and DOM Renewables projects - Split Billing. 
<! 2008-06-04 11:39:15 lgoar >

49.5 ho",Set-up Webmapping Server
1935,105614,4023,3,5,1/23/2008,NULL,1/23/2008,6/30/2008,6/30/2008,"<! 2008-01-23 11:37:59 lgoar >

Master work order for BLM Clark County 2008 GIS mapping support, including both GIS conversions and new mapping.&nbsp; Anticipated GIS conversions are Iceberg Canyon and Davis Dam.&nbsp; Anticipated new mapping projects are",Clark County 2008 GIS Support Master
1936,105614,4024,4,5,2/1/2008,NULL,2/1/2008,2/29/2008,2/29/2008,"<! 2008-02-01 11:21:56 lgoar >

Unbillable hours for February
",Prelim and Misc - February
1937,105613,4025,5,5,2/7/2008,NULL,2/8/2008,5/7/2008,3/16/2008,NULL,NULL
1938,105614,4026,1,5,2/11/2008,NULL,2/11/2008,3/31/2008,3/31/2008,"<! 2008-02-11 14:29:19 lgoar >

This work order is to be used to track time spent learning about the web and learning how to maintain the NBMG website.&nbsp; &nbsp;
",Web Training and Maintenance
1939,105614,4027,2,5,2/11/2008,NULL,2/11/2008,3/30/2008,3/30/2008,"<! 2008-02-11 14:43:09 lgoar >

<P>1.&nbsp; Rebuild contacts around merged polygons, superimpose faults.</P>
<P>2.&nbsp; Choose unit colors to follow USGS style standards.</P>
<P>3.&nbsp; Layout with correlation diagrams, using new colors.</P>
<P>4.&nbsp;","Crafford State Geologic Map @ 1&#58;500,000"
1940,105614,4028,3,5,2/14/2008,NULL,2/14/2008,4/4/2008,4/4/2008,"<! 2008-02-14 14:55:24 lgoar >

<P>B62 - Clark County - 50 copies</P>
<P>B73 - Lincoln County - 20 copies</P>
<P>These quantities represent a 2 yrs supply</P>
",Reprints of Geology & Mineral Deposits for Clark County & for Lincoln County
1941,105614,4029,4,5,2/21/2008,NULL,2/21/2008,3/7/2008,3/7/2008,"<! 2008-02-25 08:54:24 lgoar >

All support for documentation of Wells earthquake of 2/21/2008, including Hazus runs and Website creation and maintenance. 
",Wells NV 21Feb08 EQ Support
1942,105614,4030,5,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:36:30 lgoar >

Digitize M97 into GIS
<! 2008-10-27 10:03:18 lgoar >

Metadata complete 10/7/2008
",Statemap 2007 Mineral Hill
1943,105614,4031,1,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:41:44 lgoar >

<P>Digitize GQ1186 to GIS</P>
<! 2008-10-27 10:55:11 lgoar >

<P>Metadata complete 10/8/2008</P>
",Statemap 2007 Piper Peak
1944,105614,4032,2,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:46:23 lgoar >

Digitize GQ1325 to GIS
<! 2008-10-27 11:01:19 lgoar >

Metadata complete 10/9/2008
",Statemap 2007 Rhyolite Ridge
1945,105614,4033,3,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:50:01 lgoar >

Digitize GQ1756 to GIS
<! 2008-10-27 11:29:23 lgoar >

Metadata complete 10/13/2008
",Statemap 2007 Round Mountain
1946,105614,4034,4,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:52:54 lgoar >

Digitize M76 to GIS
<! 2008-10-27 11:34:05 lgoar >

Metadata complete 10/14/2008
",Statemap 2007 Rye Patch Reservoir South
1947,105614,4035,5,5,2/25/2008,NULL,2/25/2008,4/30/2008,4/30/2008,"<! 2008-02-25 09:57:16 lgoar >

Digitize B92 to GIS
<! 2008-10-27 11:58:19 lgoar >

Metadata complete 10/15/2008
","Statemap 2007 Tonopah, Lone Mountain, Klondike, N. Mud Lake"
1948,105614,4036,1,5,3/3/2008,NULL,3/3/2008,3/31/2008,3/31/2008,"<! 2008-03-03 15:03:33 lgoar >

Unbillable hours for March
",Prelim and Misc - March
1949,105614,4037,2,5,3/6/2008,NULL,3/6/2008,3/31/2008,3/31/2008,"<! 2008-03-06 09:36:16 lgoar >

Update the Statemap 2007 Fact Sheet with 2008 award information.&nbsp; This document should be converted from InDesign.&nbsp; Team to include Shelly DeLaureal. 
",Update Statemap 2008 Fact Sheet
1950,105614,4040,3,5,3/6/2008,NULL,3/6/2008,5/16/2008,5/16/2008,"<! 2008-03-06 10:17:16 lgoar >

Scanning, corrections, typeset, layout, prepress, print.&nbsp; (IPO to Acct 1032 to cover printing charges.)
<! 2008-07-02 10:08:31 lgoar >

This work order is cancelled.&nbsp; Pub Sales has determined they have approx. one",SP6 Mining Claim Procedures 6th Edition Reprint - Cancelled
1951,105614,4039,5,5,3/14/2008,NULL,3/14/2008,4/15/2008,4/15/2008,"<! 2008-03-14 14:32:44 lgoar >

<P>Work with Nick to create revised inset map for Searchlight (1905); in the process, define suitable transfer mechanisms between VR2 and ArcGeology.&nbsp; Optionally, present results at DMT08.</P>
<P>ESTIMATED COST&#58;&nb",Revised Searchlight Inset Map
1952,105611,4040,4,5,3/13/2008,NULL,3/18/2008,6/11/2008,7/12/2008,NULL,NULL
1953,105614,4041,1,5,3/27/2008,NULL,3/27/2008,4/15/2008,4/15/2008,"<! 2008-03-27 10:00:41 lgoar >

Develop poster(s) of Energy and Mineral Resources in Mineral-Esmeralda-Lyon-Douglas (MELD) 4-county area, in support of pending land bills.&nbsp; Produce via GIS from list of published sources attached.&nbsp; Use Webmapping",Mineral-Esmeralda-Lyon-Douglas (MELD) County Posters
1954,105614,4042,2,5,3/27/2008,NULL,3/27/2008,5/10/2008,5/10/2008,"<! 2008-03-27 11:13:37 lgoar >

Assist with production of figures for publication in AZGS publication due 5/15/2008.&nbsp; Initial draft due early April; final in early May.&nbsp; Use AI10.&nbsp; Interface with Chris Henry in Jim Fauld&#39;s absence.&nbsp",Figures for Walker Lane Evolution Article
1955,105614,4043,3,5,4/1/2008,NULL,4/1/2008,4/30/2008,4/30/2008,"<! 2008-04-02 15:12:04 lgoar >

Unbillable hours for April
",Prelim and Misc - April
1956,105614,4044,4,5,4/1/2008,NULL,4/1/2008,6/30/2008,6/30/2008,"<! 2008-04-02 16:32:51 lgoar >

This work order is to be used to track time spent learning about the web and learning how to maintain the NBMG website. 
",Web Training and Maintenance - 2nd Qtr 2008
1957,105614,4045,5,5,4/2/2008,NULL,4/2/2008,4/30/2008,4/30/2008,"<! 2008-04-07 10:03:34 lgoar >

Convert Davis Dam to ArcGeology format for release as M-series. 
<! 2009-05-26 10:12:52 lgoar >

Still preliminay.&nbsp; No Open-file number assigned. 
",Davis Dam GIS Conversion
1958,105613,4046,1,5,4/2/2008,NULL,4/8/2008,7/1/2008,7/13/2008,NULL,NULL
1959,105614,4047,2,5,4/8/2008,NULL,4/8/2008,6/30/2008,6/30/2008,"<! 2008-04-08 13:45:59 lgoar >

Install ArcGIS 9.3 Beta and begin Testing Desktop and Workstation applications.&nbsp; Team includes&#58;&nbsp; Gary Johnson, Jordan Hastings, Jennifer Mauldin. 
",ArcGIS 9.3 Beta Installation and Testing
1960,105614,4048,3,5,4/9/2008,NULL,4/9/2008,6/30/2008,6/30/2008,"<! 2008-04-22 13:58:01 lgoar >

Coordinate with ESRI on emplementation of the FGDC2006 Cartographic Standards as representations on ArcGIS 9.2 &amp; 9.3. 
",FGDC 2006 Representations
1961,105614,4049,4,5,4/22/2008,NULL,4/22/2008,5/30/2008,5/30/2008,"<! 2008-04-22 14:55:02 lgoar >

Revise / Re-issue Geothermal Resources of Nevada as both hardcopy (3rd edition) and online (M141) map products. 
",Nevada Geothermal Resources - Update of Map141 (3rd edition)
1962,105614,4050,5,5,4/22/2008,NULL,4/22/2008,9/30/2008,9/30/2008,"<! 2008-04-22 15:28:59 lgoar >

<P>Issue Significant Mineral Deposits of Nevada as both hardcopy (M new) and online (W new) map products.&nbsp; Time Frame&#58;</P>
<P>1.&nbsp; 10 hours from MELD in-process - complete by 4/30/2008</P>
<P>2.&nbsp; 20 hours ",Significant Mineral Deposits
1963,105614,4051,1,5,4/29/2008,NULL,4/29/2008,4/30/2008,4/30/2008,"<! 2008-04-30 10:47:45 lgoar >

SP27 &#34;Living with Earthquakes in Nevada&#34; minor edits for publication in the Sunday edition of the Reno Gazette Journal. 
",SP27 Edits for RGJ Sunday Edition
1964,105614,4052,2,5,5/1/2008,NULL,5/1/2008,5/31/2008,5/31/2008,"<! 2008-05-02 08:54:50 lgoar >

Unbillable hours for May
",Prelim and Misc - May
1965,105614,4053,3,5,5/7/2008,NULL,5/7/2008,4/30/2009,4/30/2009,"<! 2008-05-07 12:04:25 lgoar >

Convert 23 Geologic Maps published by the NBMG and the USGS to fully attributed GIS versions.&nbsp; Those maps cover 23 7.5-minute quads in the greater Las Vegas and Reno urban areas and the highest priority areas of rural ",Statemap 2008 GIS Conversion Master
1966,105614,4054,4,5,5/13/2008,NULL,5/13/2008,5/31/2008,5/31/2008,"<! 2008-05-13 12:38:12 lgoar >

Create a website, within the NBMG website, that has the (4) tour guide books as web editions.&nbsp; Site&nbsp;to start out as main home page with covers of all 4 books, leading to a TOC with a few pages/images/maps from the",Web Tourbooks Pilot Project
1967,105614,4055,5,5,5/21/2008,NULL,5/21/2008,6/30/2008,6/30/2008,"<! 2008-05-21 11:25:43 lgoar >

This work order to include any work done to prepare for the upcoming Vigilant Guard exercise.&nbsp; Also covers&nbsp;the set-up of an Internal web site.&nbsp; Linda Goar and volunteer Janell Woodward also assigned. 
",Vigilant Guard Exercise
1968,105614,4056,2,5,6/1/2008,NULL,6/1/2008,6/30/2008,6/30/2008,"<! 2008-06-04 12:14:41 lgoar >

This work order is to track unbillable hours. 
",Prelim & Misc - June
1969,105600,4057,1,5,5/27/2008,NULL,6/2/2008,8/25/2008,8/16/2008,NULL,NULL
1970,105614,4058,3,5,6/9/2008,NULL,6/9/2008,6/17/2008,6/17/2008,"<! 2008-06-13 14:12:38 lgoar >

Create interactive maps for 12 different themes linked to current mxd files (data is on library server). 
",Interactive Maps for Great Basin Center for Geothermal Energy
1971,105614,4059,4,5,6/18/2008,NULL,6/18/2008,7/1/2008,7/1/2008,"<! 2008-06-18 14:44:13 lgoar >

Combine Chris Henry&#39;s Illustrator digitizing and existing maps, then crop &amp; generalize for figure to go with Ninehill Map.&nbsp; Charges not to exceed $250.00. 
",Ninehill Figure
1972,105614,4060,5,5,6/23/2008,NULL,6/23/2008,8/15/2008,8/15/2008,"<! 2008-06-23 12:19:07 lgoar >

Digitize the Pequop Mountains and Wood Hills maps (Camilleri, unpub) into ArcGeology v1; include cross sections. 
<! 2008-07-02 10:45:00 lgoar >

<P>These maps will be published separately.&nbsp; Therefore this work order w",Digitize Northern Pequop Mtns and Wood Hills - Cancelled
1973,105614,4061,1,5,6/24/2008,NULL,6/24/2008,7/31/2008,7/31/2008,"<! 2008-06-24 09:59:02 lgoar >

Prepare the annual Major Mines 2007 publication from attached markup.&nbsp; Also expect new photos from M. Visher (NDOM).&nbsp; Initially, cross-check against the active mines database maintained by D. Davis. 
",Major Mines of Nevada 2007 - P-19
1974,105614,4062,2,5,6/24/2008,NULL,6/24/2008,8/1/2008,8/1/2008,"<! 2008-06-24 13:30:14 lgoar >

Prepare GIS coverage of map for 2008 deliverable.&nbsp; Convert geodatabase to ArcGeology - Prepare layout - Publish as NBMG open file. 
<! 2009-01-27 09:20:21 lgoar >

Published as OF08-3
",CM08 Clarkmap Spirit Mountain SE (GIS)
1975,105614,4000,3,5,6/24/2008,NULL,6/24/2008,8/1/2009,8/1/2009,"<! 2008-06-24 13:43:03 lgoar >

Prepare files for geologists; perform GIS and Cartographic layout work. 
",CM08 Clarkmap Gass Peak SW (New)
1976,105614,4001,4,5,6/24/2008,NULL,6/24/2008,8/1/2009,8/1/2009,"<! 2008-06-24 13:50:07 lgoar >

Prepare files for geologists; perform GIS and Cartographic layout work. 
",CM08 Clarkmap Ireteba Peaks (New)
1977,105614,4002,5,5,6/24/2008,NULL,6/24/2008,8/1/2009,8/1/2009,"<! 2008-06-24 14:00:24 lgoar >

Prepare files for geologists; perform GIS and Cartographic layout work. 
",CM08 Clarkmap Jean (New)
